"dotumche_lg_alt";36;False;False;1;0;1;1
32;1;1;10;16;10;0
33;13;1;10;16;10;0
34;25;1;10;16;10;0
35;37;1;10;16;10;0
36;49;1;10;16;10;0
37;61;1;10;16;10;0
38;73;1;10;16;10;0
39;85;1;10;16;10;0
40;97;1;10;16;10;0
41;109;1;10;16;10;0
42;121;1;10;16;10;0
43;133;1;10;16;10;0
44;145;1;10;16;10;0
45;157;1;10;16;10;0
46;169;1;8;16;8;0
47;179;1;10;16;10;0
48;191;1;10;16;10;0
49;203;1;9;16;9;0
50;214;1;10;16;10;0
51;226;1;10;16;10;0
52;238;1;10;16;10;0
53;250;1;10;16;10;0
54;262;1;10;16;10;0
55;274;1;10;16;10;0
56;286;1;10;16;10;0
57;298;1;10;16;10;0
58;310;1;10;16;10;0
59;322;1;10;16;10;0
60;334;1;10;16;10;0
61;346;1;10;16;10;0
62;358;1;10;16;10;0
63;370;1;10;16;10;0
64;382;1;10;16;10;0
65;394;1;10;16;10;0
66;406;1;10;16;10;0
67;418;1;10;16;10;0
68;430;1;10;16;10;0
69;442;1;10;16;10;0
70;454;1;10;16;10;0
71;466;1;10;16;10;0
72;478;1;10;16;10;0
73;490;1;8;16;8;0
74;500;1;10;16;10;0
75;512;1;10;16;10;0
76;524;1;10;16;10;0
77;536;1;11;16;11;0
78;549;1;11;16;11;0
79;562;1;10;16;10;0
80;574;1;10;16;10;0
81;586;1;10;16;10;0
82;598;1;10;16;10;0
83;610;1;10;16;10;0
84;622;1;10;16;10;0
85;634;1;10;16;10;0
86;646;1;10;16;10;0
87;658;1;11;16;11;0
88;671;1;10;16;10;0
89;683;1;10;16;10;0
90;695;1;10;16;10;0
91;707;1;10;16;10;0
92;719;1;10;16;10;0
93;731;1;10;16;10;0
94;743;1;10;16;10;0
95;755;1;10;16;10;0
96;767;1;10;16;10;0
97;779;1;10;16;10;0
98;791;1;10;16;10;0
99;803;1;10;16;10;0
100;815;1;10;16;10;0
101;827;1;10;16;10;0
102;839;1;10;16;10;0
103;851;1;10;16;10;0
104;863;1;10;16;10;0
105;875;1;7;16;7;0
106;884;1;10;16;10;0
107;896;1;10;16;10;0
108;908;1;7;16;7;0
109;917;1;10;16;10;0
110;929;1;10;16;10;0
111;941;1;10;16;10;0
112;953;1;10;16;10;0
113;965;1;10;16;10;0
114;977;1;10;16;10;0
115;989;1;10;16;10;0
116;1001;1;10;16;10;0
117;1013;1;10;16;10;0
118;1025;1;10;16;10;0
119;1037;1;10;16;10;0
120;1049;1;10;16;10;0
121;1061;1;10;16;10;0
122;1073;1;10;16;10;0
123;1085;1;10;16;10;0
124;1097;1;10;16;10;0
125;1109;1;10;16;10;0
126;1121;1;10;16;10;0
192;1133;1;10;16;10;0
193;1145;1;10;16;10;0
194;1157;1;10;16;10;0
