DotumChe,18,False,False,1,0,1,1
32,0,0,13,17,13,0
33,13,0,13,17,13,0
34,26,0,13,17,13,0
35,39,0,13,17,13,0
36,52,0,13,17,13,0
37,65,0,13,17,13,0
38,78,0,13,17,13,0
39,91,0,13,17,13,0
40,104,0,13,17,13,0
41,117,0,13,17,13,0
42,130,0,13,17,13,0
43,143,0,13,17,13,0
44,156,0,13,17,13,0
45,169,0,13,17,13,0
46,182,0,13,17,13,0
47,195,0,13,17,13,0
48,208,0,13,17,13,0
49,221,0,13,17,13,0
50,234,0,13,17,13,0
51,247,0,13,17,13,0
52,260,0,13,17,13,0
53,273,0,13,17,13,0
54,286,0,13,17,13,0
55,299,0,13,17,13,0
56,312,0,13,17,13,0
57,325,0,13,17,13,0
58,338,0,13,17,13,0
59,351,0,13,17,13,0
60,364,0,13,17,13,0
61,377,0,13,17,13,0
62,390,0,13,17,13,0
63,403,0,13,17,13,0
64,416,0,13,17,13,0
65,429,0,13,17,13,0
66,442,0,13,17,13,0
67,455,0,13,17,13,0
68,468,0,13,17,13,0
69,481,0,13,17,13,0
70,494,0,13,17,13,0
71,507,0,13,17,13,0
72,520,0,13,17,13,0
73,533,0,13,17,13,0
74,546,0,13,17,13,0
75,559,0,13,17,13,0
76,572,0,13,17,13,0
77,585,0,13,17,13,0
78,598,0,13,17,13,0
79,611,0,13,17,13,0
80,624,0,13,17,13,0
81,637,0,13,17,13,0
82,650,0,13,17,13,0
83,663,0,13,17,13,0
84,676,0,13,17,13,0
85,689,0,13,17,13,0
86,702,0,13,17,13,0
87,715,0,13,17,13,0
88,728,0,13,17,13,0
89,741,0,13,17,13,0
90,754,0,13,17,13,0
91,767,0,13,17,13,0
92,780,0,13,17,13,0
93,793,0,13,17,13,0
94,806,0,13,17,13,0
95,819,0,13,17,13,0
96,832,0,13,17,13,0
97,845,0,13,17,13,0
98,858,0,13,17,13,0
99,871,0,13,17,13,0
100,884,0,13,17,13,0
101,897,0,13,17,13,0
102,910,0,13,17,13,0
103,923,0,13,17,13,0
104,936,0,13,17,13,0
105,949,0,13,17,13,0
106,962,0,13,17,13,0
107,975,0,13,17,13,0
108,988,0,13,17,13,0
109,1001,0,13,17,13,0
110,0,17,13,17,13,0
111,13,17,13,17,13,0
112,26,17,13,17,13,0
113,39,17,13,17,13,0
114,52,17,13,17,13,0
115,65,17,13,17,13,0
116,78,17,13,17,13,0
117,91,17,13,17,13,0
118,104,17,13,17,13,0
119,117,17,13,17,13,0
120,130,17,13,17,13,0
121,143,17,13,17,13,0
122,156,17,13,17,13,0
123,169,17,13,17,13,0
124,182,17,13,17,13,0
125,195,17,13,17,13,0
126,208,17,13,17,13,0
183,0,34,20,17,20,0
8212,20,34,20,17,20,0
8216,40,34,20,17,20,0
8217,60,34,20,17,20,0
8220,80,34,20,17,20,0
8221,100,34,20,17,20,0
8230,120,34,20,17,20,0
12289,140,34,20,17,20,0
12290,160,34,20,17,20,0
12298,180,34,20,17,20,0
12299,200,34,20,17,20,0
12304,220,34,20,17,20,0
12305,240,34,20,17,20,0
12308,260,34,20,17,20,0
12309,280,34,20,17,20,0
12310,300,34,20,17,20,0
12311,320,34,20,17,20,0
19968,340,34,20,17,20,0
19969,360,34,20,17,20,0
19971,380,34,20,17,20,0
19975,400,34,20,17,20,0
19976,420,34,20,17,20,0
19977,440,34,20,17,20,0
19978,460,34,20,17,20,0
19979,480,34,20,17,20,0
19981,500,34,20,17,20,0
19982,520,34,20,17,20,0
19984,540,34,20,17,20,0
19985,560,34,20,17,20,0
19987,580,34,20,17,20,0
19988,600,34,20,17,20,0
19989,620,34,20,17,20,0
19990,640,34,20,17,20,0
19992,660,34,20,17,20,0
19993,680,34,20,17,20,0
19994,700,34,20,17,20,0
19995,720,34,20,17,20,0
19996,740,34,20,17,20,0
19997,760,34,20,17,20,0
19998,780,34,20,17,20,0
20002,800,34,20,17,20,0
20004,820,34,20,17,20,0
20005,840,34,20,17,20,0
20007,860,34,20,17,20,0
20010,880,34,20,17,20,0
20011,900,34,20,17,20,0
20013,920,34,20,17,20,0
20016,940,34,20,17,20,0
20018,960,34,20,17,20,0
20020,980,34,20,17,20,0
20024,1000,34,20,17,20,0
20025,0,51,20,17,20,0
20026,20,51,20,17,20,0
20027,40,51,20,17,20,0
20029,60,51,20,17,20,0
20030,80,51,20,17,20,0
20035,100,51,20,17,20,0
20037,120,51,20,17,20,0
20040,140,51,20,17,20,0
20041,160,51,20,17,20,0
20043,180,51,20,17,20,0
20044,200,51,20,17,20,0
20045,220,51,20,17,20,0
20046,240,51,20,17,20,0
20047,260,51,20,17,20,0
20048,280,51,20,17,20,0
20050,300,51,20,17,20,0
20051,320,51,20,17,20,0
20052,340,51,20,17,20,0
20054,360,51,20,17,20,0
20056,380,51,20,17,20,0
20057,400,51,20,17,20,0
20061,420,51,20,17,20,0
20062,440,51,20,17,20,0
20063,460,51,20,17,20,0
20064,480,51,20,17,20,0
20065,500,51,20,17,20,0
20070,520,51,20,17,20,0
20073,540,51,20,17,20,0
20080,560,51,20,17,20,0
20081,580,51,20,17,20,0
20083,600,51,20,17,20,0
20094,620,51,20,17,20,0
20102,640,51,20,17,20,0
20104,660,51,20,17,20,0
20105,680,51,20,17,20,0
20107,700,51,20,17,20,0
20108,720,51,20,17,20,0
20110,740,51,20,17,20,0
20111,760,51,20,17,20,0
20113,780,51,20,17,20,0
20114,800,51,20,17,20,0
20116,820,51,20,17,20,0
20117,840,51,20,17,20,0
20120,860,51,20,17,20,0
20122,880,51,20,17,20,0
20123,900,51,20,17,20,0
20127,920,51,20,17,20,0
20129,940,51,20,17,20,0
20130,960,51,20,17,20,0
20132,980,51,20,17,20,0
20133,1000,51,20,17,20,0
20134,0,68,20,17,20,0
20135,20,68,20,17,20,0
20136,40,68,20,17,20,0
20137,60,68,20,17,20,0
20139,80,68,20,17,20,0
20140,100,68,20,17,20,0
20141,120,68,20,17,20,0
20142,140,68,20,17,20,0
20146,160,68,20,17,20,0
20149,180,68,20,17,20,0
20154,200,68,20,17,20,0
20159,220,68,20,17,20,0
20160,240,68,20,17,20,0
20161,260,68,20,17,20,0
20163,280,68,20,17,20,0
20164,300,68,20,17,20,0
20165,320,68,20,17,20,0
20166,340,68,20,17,20,0
20167,360,68,20,17,20,0
20170,380,68,20,17,20,0
20171,400,68,20,17,20,0
20173,420,68,20,17,20,0
20174,440,68,20,17,20,0
20177,460,68,20,17,20,0
20179,480,68,20,17,20,0
20180,500,68,20,17,20,0
20181,520,68,20,17,20,0
20182,540,68,20,17,20,0
20183,560,68,20,17,20,0
20184,580,68,20,17,20,0
20185,600,68,20,17,20,0
20195,620,68,20,17,20,0
20196,640,68,20,17,20,0
20197,660,68,20,17,20,0
20200,680,68,20,17,20,0
20202,700,68,20,17,20,0
20204,720,68,20,17,20,0
20208,740,68,20,17,20,0
20210,760,68,20,17,20,0
20214,780,68,20,17,20,0
20215,800,68,20,17,20,0
20219,820,68,20,17,20,0
20221,840,68,20,17,20,0
20223,860,68,20,17,20,0
20225,880,68,20,17,20,0
20233,900,68,20,17,20,0
20234,920,68,20,17,20,0
20237,940,68,20,17,20,0
20238,960,68,20,17,20,0
20239,980,68,20,17,20,0
20240,1000,68,20,17,20,0
20241,0,85,20,17,20,0
20247,20,85,20,17,20,0
20248,40,85,20,17,20,0
20249,60,85,20,17,20,0
20250,80,85,20,17,20,0
20254,100,85,20,17,20,0
20255,120,85,20,17,20,0
20256,140,85,20,17,20,0
20258,160,85,20,17,20,0
20260,180,85,20,17,20,0
20262,200,85,20,17,20,0
20266,220,85,20,17,20,0
20267,240,85,20,17,20,0
20271,260,85,20,17,20,0
20272,280,85,20,17,20,0
20274,300,85,20,17,20,0
20276,320,85,20,17,20,0
20278,340,85,20,17,20,0
20280,360,85,20,17,20,0
20282,380,85,20,17,20,0
20284,400,85,20,17,20,0
20285,420,85,20,17,20,0
20291,440,85,20,17,20,0
20294,460,85,20,17,20,0
20301,480,85,20,17,20,0
20302,500,85,20,17,20,0
20303,520,85,20,17,20,0
20304,540,85,20,17,20,0
20305,560,85,20,17,20,0
20307,580,85,20,17,20,0
20309,600,85,20,17,20,0
20311,620,85,20,17,20,0
20312,640,85,20,17,20,0
20313,660,85,20,17,20,0
20314,680,85,20,17,20,0
20315,700,85,20,17,20,0
20316,720,85,20,17,20,0
20318,740,85,20,17,20,0
